unified_sample_key	raw_file_name	raw_file_path	branch_A_cluster_label	branch_B_cluster_label	branch_C_cluster_label	branch_only_consensus_class	confidence_or_agreement_score	notes
232	79b783ac-103f-47a6-bc4b-8498a0be46ac.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/79b783ac-103f-47a6-bc4b-8498a0be46ac.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
233	abe6bb88-6bf3-41f2-897e-073edf2ebc33.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/abe6bb88-6bf3-41f2-897e-073edf2ebc33.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
234	15470aa1-dc19-4270-a09d-4341c7f174bb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/15470aa1-dc19-4270-a09d-4341c7f174bb.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
235	f426768e-744a-4bed-bb8e-b5957a350bf2.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f426768e-744a-4bed-bb8e-b5957a350bf2.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
236	2b11021d-d0c9-44fb-b047-0c40a4707dc6.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2b11021d-d0c9-44fb-b047-0c40a4707dc6.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
237	4ead1157-bb18-4e7c-9632-b13d869c5365.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4ead1157-bb18-4e7c-9632-b13d869c5365.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
238	33ce2e6b-71eb-459d-9b05-9495a21be871.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/33ce2e6b-71eb-459d-9b05-9495a21be871.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
239	d088027b-e691-4962-bf1c-85abd24ac76c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d088027b-e691-4962-bf1c-85abd24ac76c.rna_seq.augmented_star_gene_counts.tsv	4	3	3	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
240	1f027bee-5316-4d9f-a566-41890da18493.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1f027bee-5316-4d9f-a566-41890da18493.rna_seq.augmented_star_gene_counts.tsv	4	3	3	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
241	cebc70af-a3df-45ef-9656-050f382f64e8.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/cebc70af-a3df-45ef-9656-050f382f64e8.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
242	cdd06204-36e8-4cf9-90c2-f96149f5f58e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/cdd06204-36e8-4cf9-90c2-f96149f5f58e.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
243	4d88e95f-b1fe-4dd6-b602-3db0197b693c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4d88e95f-b1fe-4dd6-b602-3db0197b693c.rna_seq.augmented_star_gene_counts.tsv	3	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
244	64c28835-3395-4328-887f-b2bf042c3d9a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/64c28835-3395-4328-887f-b2bf042c3d9a.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
245	27388014-4a95-4b65-b488-79be5bf9f5b0.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/27388014-4a95-4b65-b488-79be5bf9f5b0.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
246	db0f3e8d-4a8e-48c7-8903-3dfba46d8401.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/db0f3e8d-4a8e-48c7-8903-3dfba46d8401.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
247	e1757a20-2d6f-4aee-bafb-804302b448ea.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e1757a20-2d6f-4aee-bafb-804302b448ea.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
248	17eedf5a-cad4-460d-bf28-9539ed131e5a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/17eedf5a-cad4-460d-bf28-9539ed131e5a.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
249	6394059f-8ec8-4fe7-80bc-3650c76b4499.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6394059f-8ec8-4fe7-80bc-3650c76b4499.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
250	71d11e4c-6fe8-47ba-91a5-6566158614fa.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/71d11e4c-6fe8-47ba-91a5-6566158614fa.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
251	ceb8abb5-067a-475c-99b2-128d66267b3f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ceb8abb5-067a-475c-99b2-128d66267b3f.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
252	31872322-b3b2-48fd-b86d-ad15525f6fec.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/31872322-b3b2-48fd-b86d-ad15525f6fec.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
253	5a469815-4a88-4a5e-8df5-1e71579577e7.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5a469815-4a88-4a5e-8df5-1e71579577e7.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
254	f34feebc-700f-4cd2-b04d-fa2c8231c56e.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f34feebc-700f-4cd2-b04d-fa2c8231c56e.rna_seq.augmented_star_gene_counts.tsv	0	0	2	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
255	5cafc8c0-a92c-407a-ad52-a2d9562c0bfa.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5cafc8c0-a92c-407a-ad52-a2d9562c0bfa.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
256	c45fcca1-63ec-40f6-bd58-558a002f5b36.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c45fcca1-63ec-40f6-bd58-558a002f5b36.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
257	d921ae97-0106-4326-a7d1-8802fd11acbf.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d921ae97-0106-4326-a7d1-8802fd11acbf.rna_seq.augmented_star_gene_counts.tsv	2	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
258	c0b1e5a6-3308-43c6-9e76-feda9f67c1a0.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c0b1e5a6-3308-43c6-9e76-feda9f67c1a0.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
259	1ceaa856-24da-428c-ae0a-c8c5ec039853.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1ceaa856-24da-428c-ae0a-c8c5ec039853.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
260	511393a1-da49-4cf1-80d6-7f50a6c3043d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/511393a1-da49-4cf1-80d6-7f50a6c3043d.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
261	139fe07b-05fb-4bc5-b6e2-179269e7ca51.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/139fe07b-05fb-4bc5-b6e2-179269e7ca51.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
262	f2d885c3-e234-4584-a071-98ccbb871553.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f2d885c3-e234-4584-a071-98ccbb871553.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
263	24397ba5-84a8-46da-a55d-5764690dc17c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/24397ba5-84a8-46da-a55d-5764690dc17c.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
264	ff14b89f-5e47-49f2-9499-8d5224f067dc.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ff14b89f-5e47-49f2-9499-8d5224f067dc.rna_seq.augmented_star_gene_counts.tsv	1	3	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
265	c6b96227-30c4-41f4-9932-b184895a11a1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c6b96227-30c4-41f4-9932-b184895a11a1.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
266	4a91d152-b46f-4721-a868-7ed491f9af56.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4a91d152-b46f-4721-a868-7ed491f9af56.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
267	08633296-acaa-4c6f-a2f1-29e58898a303.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/08633296-acaa-4c6f-a2f1-29e58898a303.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
268	09713ee2-9731-433f-8748-1b10b53d6a9a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/09713ee2-9731-433f-8748-1b10b53d6a9a.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
269	a1de7a70-a829-4491-92ab-8db44391ba19.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/a1de7a70-a829-4491-92ab-8db44391ba19.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
270	39bc453b-67d2-4059-bbaf-fa98dc9d2595.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/39bc453b-67d2-4059-bbaf-fa98dc9d2595.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
271	d620997f-b99e-4e20-a20d-d5b67ba3ce4b.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d620997f-b99e-4e20-a20d-d5b67ba3ce4b.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
272	1483c347-bb2c-4678-af16-163e4fc1791d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1483c347-bb2c-4678-af16-163e4fc1791d.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
273	f7a52a43-18a5-42bf-b016-6a988b5d5c46.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f7a52a43-18a5-42bf-b016-6a988b5d5c46.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
274	32291119-ef4e-4041-9949-dc88dfce459a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/32291119-ef4e-4041-9949-dc88dfce459a.rna_seq.augmented_star_gene_counts.tsv	4	3	3	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
275	2e33127c-779d-4f05-bbae-7893b9d27364.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/2e33127c-779d-4f05-bbae-7893b9d27364.rna_seq.augmented_star_gene_counts.tsv	1	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
276	25cdac9f-c440-46aa-9a4d-7298189f49b5.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/25cdac9f-c440-46aa-9a4d-7298189f49b5.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
277	1edd3f30-2fe9-47a5-8f79-c75b29ec0b3c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1edd3f30-2fe9-47a5-8f79-c75b29ec0b3c.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
278	5ef77dbc-2112-4ab3-a669-b0f9b175f01c.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5ef77dbc-2112-4ab3-a669-b0f9b175f01c.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
279	45c55fc2-e9d6-4016-9350-95d2bba56dee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/45c55fc2-e9d6-4016-9350-95d2bba56dee.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
280	f505fb40-a27a-4a6a-9a3d-1f11a4b834b3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/f505fb40-a27a-4a6a-9a3d-1f11a4b834b3.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
281	73083339-9672-4072-aa87-0c94240f478a.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/73083339-9672-4072-aa87-0c94240f478a.rna_seq.augmented_star_gene_counts.tsv	3	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
282	c247006d-7749-4838-9bfb-1388e089450d.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/c247006d-7749-4838-9bfb-1388e089450d.rna_seq.augmented_star_gene_counts.tsv	2	1	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
283	fd18cdd5-f7da-45d6-aaa1-d811a4f0a4e1.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/fd18cdd5-f7da-45d6-aaa1-d811a4f0a4e1.rna_seq.augmented_star_gene_counts.tsv	1	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
284	6824df5a-832c-4a45-b654-05ba9ac03369.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/6824df5a-832c-4a45-b654-05ba9ac03369.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
285	ab2b399a-d267-49df-8327-4e9529b26a38.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/ab2b399a-d267-49df-8327-4e9529b26a38.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
286	5b1cc683-d363-4cb8-b9b2-050c3c541858.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5b1cc683-d363-4cb8-b9b2-050c3c541858.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
287	4852a0bd-7339-45c7-abab-2b17b4792106.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4852a0bd-7339-45c7-abab-2b17b4792106.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
288	13da7123-db39-4bab-9521-daef5d3030ae.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/13da7123-db39-4bab-9521-daef5d3030ae.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
289	d02fcfe5-6834-4c66-93d4-768783500ede.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d02fcfe5-6834-4c66-93d4-768783500ede.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
290	0f89ce0f-1176-4c48-af82-4917ccc8f919.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0f89ce0f-1176-4c48-af82-4917ccc8f919.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
291	e0497b17-99ef-4d0b-afc9-9fcd5769baaa.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e0497b17-99ef-4d0b-afc9-9fcd5769baaa.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
292	0de2c4aa-0a01-49af-bc43-027f6321eb15.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0de2c4aa-0a01-49af-bc43-027f6321eb15.rna_seq.augmented_star_gene_counts.tsv	3	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
293	5b48d67b-b6c5-41aa-a8f2-9a73c45ede88.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5b48d67b-b6c5-41aa-a8f2-9a73c45ede88.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
294	da7d327b-1022-4ffc-9ed8-8b4413209ce4.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/da7d327b-1022-4ffc-9ed8-8b4413209ce4.rna_seq.augmented_star_gene_counts.tsv	0	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
295	b5402a87-05a5-421f-be4c-469c34e4bb81.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/b5402a87-05a5-421f-be4c-469c34e4bb81.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
296	4d3bdf9e-0c8b-4f1a-afdf-8a1c36114653.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/4d3bdf9e-0c8b-4f1a-afdf-8a1c36114653.rna_seq.augmented_star_gene_counts.tsv	0	0	0	0	1.0	Consensus derived from A/B/C co-association matrix (K=4)
297	210daf0d-280e-4c43-a48b-65e5c2a92a77.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/210daf0d-280e-4c43-a48b-65e5c2a92a77.rna_seq.augmented_star_gene_counts.tsv	4	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
298	0a80d60d-df15-4474-92f9-97f5be07e180.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/0a80d60d-df15-4474-92f9-97f5be07e180.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
299	829e7c71-bbc4-463e-bff7-70bec0074e51.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/829e7c71-bbc4-463e-bff7-70bec0074e51.rna_seq.augmented_star_gene_counts.tsv	3	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
300	64d208b9-6a15-4077-885f-30d9cdedf147.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/64d208b9-6a15-4077-885f-30d9cdedf147.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
301	e749773c-7cd6-45d4-ae43-68b03f9b2a25.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/e749773c-7cd6-45d4-ae43-68b03f9b2a25.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
302	338baec6-c9fe-4691-9c2a-bc96799f8dee.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/338baec6-c9fe-4691-9c2a-bc96799f8dee.rna_seq.augmented_star_gene_counts.tsv	1	3	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
303	05d2774d-cb3e-4485-9825-c04d4ca44bb6.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/05d2774d-cb3e-4485-9825-c04d4ca44bb6.rna_seq.augmented_star_gene_counts.tsv	2	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
304	9cee9b1d-e8ee-4f8e-be85-c96dac6138b3.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/9cee9b1d-e8ee-4f8e-be85-c96dac6138b3.rna_seq.augmented_star_gene_counts.tsv	3	0	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
305	1076483a-e462-47e5-a47a-ca9544548dff.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/1076483a-e462-47e5-a47a-ca9544548dff.rna_seq.augmented_star_gene_counts.tsv	4	3	1	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
306	251de1f4-0bc3-4b44-af08-1abc9c720f67.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/251de1f4-0bc3-4b44-af08-1abc9c720f67.rna_seq.augmented_star_gene_counts.tsv	4	3	3	2	1.0	Consensus derived from A/B/C co-association matrix (K=4)
307	5862a2c8-9700-4bfd-8247-176efebc3efb.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/5862a2c8-9700-4bfd-8247-176efebc3efb.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
308	d9ce8aca-09dc-4140-a530-e6412c0ad927.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/d9ce8aca-09dc-4140-a530-e6412c0ad927.rna_seq.augmented_star_gene_counts.tsv	3	2	2	1	1.0	Consensus derived from A/B/C co-association matrix (K=4)
309	45ab4192-f1bb-46cd-8e85-c2341d67642f.rna_seq.augmented_star_gene_counts.tsv	/Users/ask3r/Desktop/TEKNOFEST_ONCOLOGY/DENEME/rawdata/45ab4192-f1bb-46cd-8e85-c2341d67642f.rna_seq.augmented_star_gene_counts.tsv	1	1	3	3	1.0	Consensus derived from A/B/C co-association matrix (K=4)
